_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,main_category,main_category:confidence,sub_category__arts_and_entertainment,sub_category__arts_and_entertainment:confidence,sub_category__autos_and_vehicles,sub_category__autos_and_vehicles:confidence,sub_category__beauty_and_fitness,sub_category__beauty_and_fitness:confidence,sub_category__books_and_literature,sub_category__books_and_literature:confidence,sub_category__business_and_industry,sub_category__business_and_industry:confidence,sub_category__career_and_education,sub_category__career_and_education:confidence,sub_category__computer_and_electronics,sub_category__computer_and_electronics:confidence,sub_category__finance,sub_category__finance:confidence,sub_category__food_and_drink,sub_category__food_and_drink:confidence,sub_category__gambling,sub_category__gambling:confidence,sub_category__games,sub_category__games:confidence,sub_category__health,sub_category__health:confidence,sub_category__home_and_garden,sub_category__home_and_garden:confidence,sub_category__internet_and_telecom,sub_category__internet_and_telecom:confidence,sub_category__law_and_government,sub_category__law_and_government:confidence,sub_category__news_and_media,sub_category__news_and_media:confidence,sub_category__people_and_society,sub_category__people_and_society:confidence,sub_category__pets_and_animals,sub_category__pets_and_animals:confidence,sub_category__recreation_and_hobbies,sub_category__recreation_and_hobbies:confidence,sub_category__reference,sub_category__reference:confidence,sub_category__science,sub_category__science:confidence,sub_category__shopping,sub_category__shopping:confidence,sub_category__sports,sub_category__sports:confidence,sub_category__travel,sub_category__travel:confidence,main_category_gold,sub_category__arts_and_entertainment_gold,sub_category__autos_and_vehicles_gold,sub_category__beauty_and_fitness_gold,sub_category__books_and_literature_gold,sub_category__business_and_industry_gold,sub_category__career_and_education_gold,sub_category__computer_and_electronics_gold,sub_category__finance_gold,sub_category__food_and_drink_gold,sub_category__gambling_gold,sub_category__games_gold,sub_category__health_gold,sub_category__home_and_garden_gold,sub_category__internet_and_telecom_gold,sub_category__law_and_government_gold,sub_category__news_and_media_gold,sub_category__people_and_society_gold,sub_category__pets_and_animals_gold,sub_category__recreation_and_hobbies_gold,sub_category__reference_gold,sub_category__science_gold,sub_category__shopping_gold,sub_category__sports_gold,sub_category__travel_gold,url
765575337,FALSE,finalized,5,8/3/15 17:39,Reference,0.3808,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2358,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,amparchives.com
765575338,FALSE,finalized,5,8/4/15 6:11,Not_working,0.8235,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ampawards.co.uk
765575339,FALSE,finalized,5,8/4/15 4:28,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,amphilsoc.org
765575340,FALSE,finalized,5,8/4/15 17:17,Internet_and_Telecom,0.5851,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2428,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ampxchange.com
765575341,FALSE,finalized,5,8/3/15 16:50,Health,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Public_Health_and_Safety,0.6103,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,amr.net
765575343,FALSE,finalized,5,8/5/15 8:09,Not_working,0.6621,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,amsoutme.com
765575344,FALSE,finalized,5,8/5/15 2:08,Beauty_and_Fitness,0.2367,,0,,0,,0.1807,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,amsterdammarijuanaseeds.com
765575345,FALSE,finalized,5,8/3/15 17:25,Autos_and_Vehicles,0.7554,,0,Car_Buying,0.5706,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,amsvans.com
765575347,FALSE,finalized,5,8/5/15 3:27,Beauty_and_Fitness,0.7633,,0,,0,Hair,0.4362,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,amvbeautycare.gr
765575348,FALSE,finalized,5,8/4/15 20:23,Home_and_Garden,0.5763,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2442,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ana-white.com
765575349,FALSE,finalized,5,8/4/15 3:29,Not_working,0.8097,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,analog.com
765575350,FALSE,in progress,1,,Home_and_Garden,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Moving_and_Relocating,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,analysys.cn
765575351,FALSE,finalized,5,8/5/15 6:22,Health,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Alternative_and_Natural_Medicine,0.3781,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,analytical360.com
765575353,FALSE,finalized,5,8/5/15 4:00,Not_working,0.4045,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,analytprom.ru
765575354,FALSE,finalized,5,8/4/15 14:14,Games,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Online,0.8141,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anarchy-online.com
765575355,FALSE,finalized,5,8/4/15 20:32,People_and_Society,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Relationships_and_Dating,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anastasiadates.com
765575356,FALSE,finalized,5,8/5/15 7:00,People_and_Society,0.4137,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2426,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anawenti.com
765575357,FALSE,finalized,5,8/5/15 4:54,People_and_Society,0.571,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Genealogy,0.326,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ancestry.de
765575358,FALSE,finalized,5,8/4/15 15:07,People_and_Society,0.5692,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Genealogy,0.324,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ancestry.se
765575359,FALSE,finalized,5,8/4/15 18:52,Reference,0.4355,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2458,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ancestrylibrary.com
765575360,FALSE,finalized,5,8/4/15 19:26,People_and_Society,0.595,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,History,0.3541,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ancientegyptonline.co.uk
765575361,FALSE,finalized,5,8/5/15 10:48,People_and_Society,0.4178,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2432,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ancientfaces.com
765575362,FALSE,finalized,5,8/4/15 15:07,Not_working,0.4308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ancientpoint.com
765575363,FALSE,finalized,5,8/4/15 22:15,Computer_and_Electronics,0.4276,,0,,0,,0,,0,,0,,0,,0.2448,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,andela.co
765575364,FALSE,finalized,5,8/5/15 9:10,Books_and_Literature,0.394,,0,,0,,0,,0.2388,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,andersonpens.com
765575365,FALSE,finalized,5,8/3/15 15:48,Not_working,0.5792,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,andrej.edu.pl
765575366,FALSE,finalized,5,8/4/15 3:17,Not_working,0.6577,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,andrewsmortuary.com
765575367,FALSE,finalized,5,8/3/15 18:52,Sports,0.6048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Baseball,0.3658,,0,,,,,,,,,,,,,,,,,,,,,,,,,,andrewstoeten.com
765575368,FALSE,finalized,5,8/4/15 18:34,News_and_Media,0.4176,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2432,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,androidfantasy.com
765575369,FALSE,finalized,5,8/4/15 22:15,Computer_and_Electronics,0.6327,,0,,0,,0,,0,,0,,0,Software,0.4003,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,androidnewtab.com
765575370,FALSE,finalized,5,8/4/15 14:14,News_and_Media,0.218,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1705,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anewmode.com
765575371,FALSE,finalized,5,8/4/15 21:34,Shopping,0.8055,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Children,0.3421,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,angelicpretty-usa.com
765575372,FALSE,finalized,5,8/5/15 4:09,Adult,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,angelswifelovers.net
765575373,FALSE,in progress,2,,Books_and_Literature,0.5017,,0,,0,,0,Folklore,0.2517,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anglingaddicts.co.uk
765575375,FALSE,finalized,5,8/4/15 23:05,Games,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Online,0.5999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,angrybirdsoyna.com
765575376,FALSE,finalized,5,8/4/15 15:23,Not_working,0.7899,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,angular-ui.github.io
765575377,FALSE,finalized,5,8/3/15 22:47,News_and_Media,0.4086,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2417,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anima.dk
765575378,FALSE,finalized,5,8/4/15 2:17,Pets_and_Animals,0.384,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2365,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animal.ru
765575379,FALSE,finalized,5,8/3/15 21:01,Pets_and_Animals,0.3926,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2385,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animalinyou.com
765575380,FALSE,finalized,5,8/3/15 18:38,Arts_and_Entertainment,0.7591,Animation_and_Comics,0.5762,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anime-planet.com
765575381,FALSE,finalized,5,8/5/15 1:04,Not_working,0.8291,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animeindo.tv
765575383,FALSE,finalized,5,8/4/15 4:24,Not_working,0.6302,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animenova.tv
765575384,FALSE,finalized,5,8/4/15 1:22,Not_working,0.6667,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animeplus.tv
765575385,FALSE,finalized,5,8/5/15 1:19,Arts_and_Entertainment,0.8072,Animation_and_Comics,0.6516,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animesforever.com
765575386,FALSE,finalized,5,8/4/15 8:32,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animevost.org
765575387,FALSE,finalized,5,8/4/15 15:14,Arts_and_Entertainment,1,Animation_and_Comics,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,animezone.pl
765575389,FALSE,finalized,5,8/3/15 17:34,Business_and_Industry,0.559,,0,,0,,0,,0,Real_Estate,0.3125,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anjuke.com
765575390,FALSE,finalized,5,8/4/15 14:17,Internet_and_Telecom,0.4035,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2407,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ankieta-online.pl
765575391,FALSE,finalized,5,8/4/15 23:29,Beauty_and_Fitness,0.5956,,0,,0,Hair,0.3548,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,annabelleswigs.co.uk
765575392,FALSE,finalized,5,8/4/15 9:40,People_and_Society,0.7977,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Philanthropy,0.6363,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,annenbergfoundation.org
765575393,FALSE,finalized,5,8/3/15 23:47,Not_working,0.4477,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anneoluncaanladim.com
765575394,FALSE,finalized,5,8/4/15 12:16,Shopping,0.5949,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Weddings,0.2452,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anniversairedemariage.com
765575395,FALSE,finalized,5,8/4/15 9:52,Beauty_and_Fitness,1,,0,,0,Skin_Care,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,annmariegianni.com
765575396,FALSE,finalized,5,8/4/15 4:01,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,annuaire-maison-retraite.org
765575397,FALSE,finalized,5,8/5/15 4:00,Not_working,0.4045,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,annuaire-retraite.com
765575398,FALSE,finalized,5,8/5/15 5:36,Not_working,0.7855,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ano-theme.jp
765575399,FALSE,finalized,5,8/4/15 0:18,Not_working,0.4542,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anobii.com
765575400,FALSE,finalized,5,8/4/15 4:28,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anonforge.com
765575401,FALSE,finalized,5,8/3/15 19:02,Internet_and_Telecom,0.8173,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Social_Network,0.4846,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anonim.pro
765575402,FALSE,finalized,5,8/3/15 16:43,Adult,0.5977,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anontop.com
765575403,FALSE,finalized,5,8/3/15 20:39,Internet_and_Telecom,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,File_Sharing,0.598,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anony.ws
765575404,FALSE,finalized,5,8/4/15 21:52,Not_working,0.7757,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anonymous-redirect.com
765575405,FALSE,finalized,5,8/3/15 17:36,Not_working,0.7716,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anonymous.com.bh
765575406,FALSE,finalized,5,8/4/15 12:47,Computer_and_Electronics,0.6064,,0,,0,,0,,0,,0,,0,Computer_Security,0.3678,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anonysurfer.com
765575407,FALSE,finalized,5,8/4/15 17:17,Career_and_Education,0.5851,,0,,0,,0,,0,,0,Education,0.3423,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,another71.com
765575408,FALSE,finalized,5,8/4/15 3:12,Not_working,0.6457,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anothermag.com
765575409,FALSE,finalized,5,8/4/15 15:24,Science,0.5651,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2458,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ans.org
765575410,FALSE,finalized,5,8/4/15 14:55,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ansaldo.it
765575411,FALSE,finalized,5,8/4/15 1:44,Not_working,0.6183,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anser.ne.jp
765575412,FALSE,finalized,5,8/3/15 18:18,Not_working,0.2288,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,anses.gob.ar
765575413,FALSE,finalized,5,8/4/15 9:56,Shopping,0.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ansichtskartenversand.com
765575414,FALSE,finalized,5,8/4/15 19:56,Not_working,0.5699,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.acrobatusers.com
765575415,FALSE,finalized,5,8/4/15 0:59,Not_working,0.6285,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.authpad.com
765575416,FALSE,finalized,5,8/3/15 16:36,Not_working,0.7693,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.bol.com
765575417,FALSE,finalized,5,8/5/15 10:42,Autos_and_Vehicles,0.4427,,0,,0.2467,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.clarisonic.com
765575418,FALSE,finalized,5,8/3/15 18:46,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.dimelo.com
765575419,FALSE,finalized,5,8/4/15 9:44,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.dlink.com
765575420,FALSE,in progress,1,,Autos_and_Vehicles,1,,0,Aviation,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.footlocker.com
765575421,FALSE,finalized,5,8/4/15 9:43,Not_working,0.7853,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.generac.com
765575422,FALSE,finalized,5,8/4/15 18:39,Internet_and_Telecom,0.4012,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2402,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.google.com
765575423,FALSE,in progress,1,,Business_and_Industry,1,,0,,0,,0,,0,Biotechnology_and_Pharmaceuticals,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.hotshot.com
765575424,FALSE,finalized,5,8/3/15 23:16,Not_working,0.6026,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.kohls.com
765575425,FALSE,finalized,5,8/4/15 9:07,Not_working,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.llnl.gov
765575426,FALSE,finalized,5,8/4/15 2:20,Not_working,0.805,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.macys.com
765575427,FALSE,finalized,5,8/3/15 16:23,Internet_and_Telecom,0.5416,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Chats_and_Forums,0.2934,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.medchrome.com
765575428,FALSE,finalized,5,8/3/15 23:20,Not_working,0.4453,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.mmgn.com
765575429,FALSE,finalized,5,8/3/15 17:50,Not_working,0.7879,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.navitor.com
765575430,FALSE,finalized,5,8/4/15 10:13,Not_working,0.7846,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.nrma.com.au
765575431,FALSE,finalized,5,8/4/15 17:46,Not_working,0.5438,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,answers.nuggetry.com
